Unnamed: 0,Unnamed: 0.1,date,position,track_id,track_name,artist,streams,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,is_collab,is_remixed,euclidean_dist,manhattan_dist,cosine_dist,cosine_dist_mod
154802,154802,2020-02-14,3,16wAOAZ2OkqoIDN7TpChjR,Yummy,Justin Bieber,237288,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,63iWSELt9V1kV6RSMxN7Ii,0.3427354250196058,2020-02-14,77,0.6759999999999999,0.506,9,0.7204912998976458,0,0.0958,0.345,0.0,0.11800000000000001,0.4970000000000001,0.6021148582347777,0,0,0.04500000000000061,0.04499999999999993,0.01650247369386937,0.01650247369386937
58,58,2018-01-01,59,51ChrwmUPDJvedPQnIU8Ls,Dive,Ed Sheeran,40112,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,3T4tUhGYeRNVUGevb0wThu,0.4027462157299676,2017-03-03,75,0.7609999999999999,0.386,4,0.7407164790174001,1,0.0399,0.355,0.0,0.0953,0.526,0.5317551515777512,0,0,0.1300000000000001,0.1299999999999999,0.016541627374141887,0.016541627374141887
161,161,2018-01-01,162,5sLGYJOhLP197nmkaRMMEH,Ngayong Gabi,Al James,17246,2G7VQ1kVhVfNagytlousgm,Al James,51UmoT2xdda5pAZcRFMiot,0.4609438461862461,2017-08-14,58,0.865,0.628,2,0.681105424769703,0,0.14300000000000002,0.594,0.0,0.2,0.433,0.40952460878996017,0,0,0.23399999999999982,0.23399999999999999,0.016818527839785657,0.016818527839785657
185287,185287,2020-07-15,88,0XkmeG97T4mtYlWRJcrxec,Party Girl (Remix),StaySolidRocky,37480,1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,0K3zXpDvZE6iKNMwxoj7rY,0.2206920896872499,2020-07-10,77,0.752,0.375,6,0.5769907881269191,0,0.204,0.5329999999999999,0.0,0.175,0.591,0.4998127872746992,0,1,0.12100000000000007,0.121,0.016840237582905426,0.016840237582905426
185691,185691,2020-07-17,92,1eIsyfDHoEbemSnQFsgyAv,Party Girl (Remix),StaySolidRocky,37209,1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,4ZZOKHnGnpvVKHkwexxhPL,0.2206920896872499,2020-07-17,69,0.752,0.375,6,0.5769907881269191,0,0.204,0.5329999999999999,0.0,0.175,0.591,0.4998127872746992,0,1,0.12100000000000007,0.121,0.016840237582905426,0.016840237582905426
385,385,2018-01-02,186,0jdeV5dSB3kUBRqe1xQJbh,True,Ryan Cabrera,20165,3C4t1usFGoKHCSRdujm2GN,Ryan Cabrera,78IbgGcKueK33SETMOQfaj,0.33401661127569066,2004-06-08,65,0.598,0.4,6,0.5812077789150459,1,0.0241,0.45899999999999996,0.0,0.151,0.369,0.286409647265403,0,0,0.03299999999999926,0.03300000000000003,0.016960608036856395,0.016960608036856395
26116,26116,2018-05-11,117,2ZrHbO88rM6Ijeg0aJmSzl,Patient,Charlie Puth,28915,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,0mZIUXje90JtHxPNzWsJNR,0.30665875080479044,2018-05-11,63,0.675,0.604,1,0.7362947799385874,1,0.193,0.752,0.0,0.111,0.456,0.7453777823684349,0,0,0.04399999999999929,0.04400000000000004,0.01706682281908889,0.01706682281908889
50761,50761,2018-09-11,162,4hIhoGN4UTZdNpHn5PbvoC,Rumors (with Sofia Carson),R3HAB,24604,6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,7tODvFh4chMI6i0VIQ5UTv,0.2018885748841202,2018-08-24,26,0.7120000000000001,0.496,6,0.7446878198567041,1,0.124,0.44,0.0,0.18600000000000005,0.638,0.5722253782988176,0,0,0.08099999999999956,0.08100000000000007,0.017219679826100842,0.017219679826100842
71496,71496,2018-12-24,97,1xbJ8LIHgUclqlTx4cyEG9,Da Best Ang Pasko Ng Pilipino,Maria Aragon,42190,2aiQfmxcWSx7RrqSVbhiFX,Maria Aragon,1Eu48dRaF9VEv66x09qSkZ,0.4743861028487074,2011-11-15,34,0.604,0.598,5,0.7335107471852609,1,0.0468,0.45899999999999996,0.0,0.107,0.493,0.5369454629964365,0,0,0.026999999999998595,0.027000000000000024,0.017239743166670207,0.017239743166670207
188795,188795,2020-08-01,196,3IJYUaN3tx04S4TYyZHKoP,Party Girl,StaySolidRocky,23337,1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,6OrpY5LSOnkC8xbI5qOTvw,0.2209488203426953,2020-07-15,79,0.73,0.439,6,0.5889866939611053,0,0.0609,0.747,0.0,0.0988,0.615,0.5004260703403398,0,0,0.09899999999999974,0.09899999999999998,0.01735271754436407,0.01735271754436407
